distance_start_bp	distance_end_bp	UPAL021_R
10450	10500	1.0855830803624726
10500	10550	1.081896885502428
10550	10600	1.1016029713143078
10600	10650	1.1638010129256373
10650	10700	1.1420368269596257
10700	10750	1.123041258980271
10750	10800	1.0600511441064335
10800	10850	1.043306452221231
10850	10900	1.104628819868561
10900	10950	1.1309101701760407
10950	11000	1.1265232535481595
11000	11050	1.152586301580732
11050	11100	1.1073624286894181
11100	11150	1.0567224342907835
11150	11200	1.0460275607437095
11200	11250	1.0900912359542672
11250	11300	1.0775353414152817
11300	11350	1.1045186326515106
11350	11400	1.1284626660339276
11400	11450	1.1033446760901433
11450	11500	1.0868881421153949
11500	11550	1.1293007975979457
11550	11600	1.1508144481007996
11600	11650	1.1212692374189381
11650	11700	1.1558088178070451
11700	11750	1.1561747225086338
11750	11800	1.157783808762282
11800	11850	1.1455637823757772
11850	11900	1.1409391511606861
11900	11950	1.1822749379042863
11950	12000	1.1671055027652266
12000	12050	1.1451032533760517
12050	12100	1.0904362646994106
12100	12150	1.1092373569276666
12150	12200	1.0949618397729062
12200	12250	1.157095588029779
12250	12300	1.184612383618991
12300	12350	1.1990647422052063
12350	12400	1.1883301749455557
12400	12450	1.1365933692984032
12450	12500	1.119588769749174
12500	12550	1.145798300416623
12550	12600	1.0834206692699355
12600	12650	1.0630657437723778
12650	12700	0.9747891703065484
12700	12750	0.9717111328911507
12750	12800	0.9753352821888338
12800	12850	1.0341358723673395
12850	12900	1.0318131376116022
12900	12950	1.0396182383215493
12950	13000	0.9802184014775984
13000	13050	0.9649314594989998
13050	13100	0.8794819297649785
13100	13150	0.8909787354511522
13150	13200	0.8727679087917799
13200	13250	0.9221606437892684
13250	13300	0.9869731939951373
13300	13350	0.9850845952741845
13350	13400	0.9530731712708654
13400	13450	0.9313874480774268
13450	13500	0.9492851576635336
13500	13550	0.9986759140427324
13550	13600	1.0300066963468624
13600	13650	1.047447429080777
13650	13700	1.0136606232800234
13700	13750	1.0063613921276446
13750	13800	1.0675305502831358
13800	13850	1.0773723358157874
13850	13900	1.0227094605103553
13900	13950	0.9552030185971984
13950	14000	0.9174579278829988
14000	14050	0.8739055916181449
14050	14100	1.0106318992900223
14100	14150	1.0028499066069638
14150	14200	0.9743097623455063
14200	14250	0.952301498091926
14250	14300	0.9816102684103576
14300	14350	0.9728244185455726
14350	14400	0.9267266378864384
14400	14450	1.0591330802060932
14450	14500	1.1270630002783297
14500	14550	1.154861615987476
14550	14600	1.013385462952404
14600	14650	1.0248320039340202
14650	14700	1.1016444813639772
14700	14750	1.121304051047187
14750	14800	1.1203690645062825
14800	14850	1.1098619066267013
14850	14900	1.1684676484614476
14900	14950	1.1652494260451316
14950	15000	1.159333279138163
