distance_start_bp	distance_end_bp	UPAL021_R
12550	12600	0.9498489337394489
12600	12650	0.9456124783317067
12650	12700	0.910681436463372
12700	12750	0.8924548772474987
12750	12800	0.846283285374925
12800	12850	0.8591085418669162
12850	12900	0.8695404298655901
12900	12950	0.8164414968822022
12950	13000	0.833445667418374
13000	13050	0.8535103510500773
13050	13100	0.8466750987655444
13100	13150	0.8434621934160945
13150	13200	0.8569973761454291
13200	13250	0.8237254580430544
13250	13300	0.8691686429996124
13300	13350	0.9208021869901988
13350	13400	0.862201128123107
13400	13450	0.8361231654948507
13450	13500	0.8233029750086874
13500	13550	0.9066137044204721
13550	13600	0.9755348176477051
13600	13650	0.9025970659603261
13650	13700	0.8688774967115646
13700	13750	0.8912797245776315
13750	13800	0.9744283690857483
13800	13850	0.9482587750492105
13850	13900	0.8973495472066914
13900	13950	0.8358655327396122
13950	14000	0.8010427446009332
14000	14050	0.8039298956361496
14050	14100	0.8967453015117047
14100	14150	1.0116633757219184
14150	14200	0.7895397656635286
14200	14250	0.7933783006429056
14250	14300	0.8195776717760049
14300	14350	0.8679793231323821
14350	14400	0.8954703569135573
14400	14450	0.8519230412539456
14450	14500	0.8478079200128068
14500	14550	1.0217633241717912
14550	14600	0.9602903790137093
14600	14650	1.0069749456019155
14650	14700	1.051367485828352
14700	14750	1.000272940511657
14750	14800	0.9939064049913695
14800	14850	1.0476254143883146
14850	14900	1.1598609832202258
14900	14950	1.215741011627676
14950	15000	1.1465281132674583
